"user_id","test_group","join_date","purchase_date","converted","total_spent"
"1037883","A","2023-01-26","2023-01-27","1","237.45"
"1003875","B","2023-01-26","2023-01-26","1","233.25"
"1028184","B","2023-01-30","2023-01-30","1","231.28"
"1022033","A","2023-01-29","2023-01-29","1","229.70"
"1044101","A","2023-01-25","2023-01-25","1","229.02"
"1041343","B","2023-01-25","2023-01-25","1","228.20"
"1028961","A","2023-01-31","2023-01-31","1","220.27"
"1035132","B","2023-02-04","2023-02-04","1","217.72"
"1006290","B","2023-01-26","2023-01-26","1","215.99"
"1035885","A","2023-01-28","2023-01-28","1","215.49"
"1024518","A","2023-01-25","2023-01-25","1","215.42"
"1026527","A","2023-02-03","2023-02-03","1","213.60"
"1019618","B","2023-01-27","2023-01-27","1","211.78"
"1019210","A","2023-02-04","2023-02-04","1","208.73"
"1000261","A","2023-01-25","2023-01-25","1","205.98"
"1032793","A","2023-02-06","2023-02-06","1","204.69"
"1030245","A","2023-01-25","2023-01-25","1","202.80"
"1029758","B","2023-01-28","2023-01-28","1","201.96"
"1038439","A","2023-01-25","2023-01-25","1","200.89"
"1019139","B","2023-01-27","2023-01-27","1","198.60"
"1040652","A","2023-01-29","2023-01-29","1","196.70"
"1036174","A","2023-01-26","2023-01-26","1","195.46"
"1014964","A","2023-01-25","2023-01-25","1","195.25"
"1022043","B","2023-01-28","2023-01-28","1","194.40"
"1022467","A","2023-01-28","2023-02-02","1","193.85"
"1010495","A","2023-01-26","2023-01-31","1","191.35"
"1044694","B","2023-01-26","2023-01-26","1","190.91"
"1014949","A","2023-01-28","2023-01-28","1","190.77"
"1004133","B","2023-01-26","2023-01-26","1","190.37"
"1021115","B","2023-01-28","2023-01-31","1","189.91"
"1035018","B","2023-01-30","2023-01-30","1","188.95"
"1002492","A","2023-02-04","2023-02-04","1","188.92"
"1037673","A","2023-01-26","2023-01-26","1","188.80"
"1045347","B","2023-01-26","2023-01-26","1","188.52"
"1035073","B","2023-01-25","2023-01-25","1","188.31"
"1011339","B","2023-01-27","2023-01-27","1","187.48"
"1049880","A","2023-01-26","2023-01-26","1","186.69"
"1044066","B","2023-01-27","2023-01-27","1","185.26"
"1014183","B","2023-01-25","2023-01-25","1","183.34"
"1017671","B","2023-01-27","2023-02-02","1","182.93"
"1003148","B","2023-01-30","2023-01-30","1","182.71"
"1027975","A","2023-02-01","2023-02-05","1","182.30"
"1047194","A","2023-01-25","2023-01-26","1","180.65"
"1019937","A","2023-02-03","2023-02-03","1","180.38"
"1032555","A","2023-01-26","2023-01-26","1","180.32"
"1002807","A","2023-02-02","2023-02-02","1","178.88"
"1043645","B","2023-01-30","2023-01-30","1","178.14"
"1007878","B","2023-01-30","2023-01-30","1","177.72"
"1007249","A","2023-01-26","2023-01-28","1","176.88"
"1038282","B","2023-01-27","2023-01-27","1","176.86"
"1045250","A","2023-01-30","2023-01-31","1","176.86"
"1000669","A","2023-01-29","2023-01-29","1","176.83"
"1005885","B","2023-01-26","2023-01-26","1","176.76"
"1047639","A","2023-01-28","2023-02-01","1","176.67"
"1015612","A","2023-01-26","2023-01-26","1","175.00"
"1038756","A","2023-01-27","2023-01-27","1","174.74"
"1033523","A","2023-02-03","2023-02-03","1","174.00"
"1025845","A","2023-01-28","2023-01-28","1","173.67"
"1003816","A","2023-02-06","2023-02-06","1","173.55"
"1003440","B","2023-02-01","2023-02-01","1","172.96"
"1044812","A","2023-01-28","2023-02-02","1","171.50"
"1047128","B","2023-01-29","2023-01-31","1","170.87"
"1041273","B","2023-01-27","2023-01-27","1","170.49"
"1021171","B","2023-01-26","2023-01-26","1","169.50"
"1014953","A","2023-01-26","2023-01-26","1","169.37"
"1033250","A","2023-01-25","2023-01-25","1","168.85"
"1032045","A","2023-02-05","2023-02-05","1","168.01"
"1023864","B","2023-02-02","2023-02-02","1","167.86"
"1029080","A","2023-02-04","2023-02-04","1","166.71"
"1000200","A","2023-01-26","2023-01-26","1","166.32"
"1032735","A","2023-01-27","2023-01-27","1","166.06"
"1017566","A","2023-01-27","2023-01-27","1","165.14"
"1020103","B","2023-01-29","2023-02-01","1","164.62"
"1025283","B","2023-01-29","2023-01-31","1","164.58"
"1003663","A","2023-01-25","2023-01-25","1","164.36"
"1015344","A","2023-01-31","2023-01-31","1","163.56"
"1024350","A","2023-01-28","2023-01-28","1","163.42"
"1013758","B","2023-02-04","2023-02-04","1","163.06"
"1013176","A","2023-01-26","2023-01-26","1","162.87"
"1042411","B","2023-01-27","2023-01-28","1","162.86"
"1005712","A","2023-01-25","2023-01-28","1","162.60"
"1020700","B","2023-01-28","2023-01-30","1","161.94"
"1040844","A","2023-01-27","2023-01-27","1","161.80"
"1039909","B","2023-01-27","2023-01-31","1","161.54"
"1004325","B","2023-01-27","2023-01-29","1","161.46"
"1042745","A","2023-01-31","2023-02-04","1","161.44"
"1004078","B","2023-01-27","2023-01-27","1","160.82"
"1011701","A","2023-01-27","2023-01-27","1","160.76"
"1049834","A","2023-01-29","2023-02-04","1","160.35"
"1017857","B","2023-01-26","2023-01-28","1","159.66"
"1032604","A","2023-02-04","2023-02-04","1","159.02"
"1009105","A","2023-01-25","2023-01-25","1","158.77"
"1024982","A","2023-01-28","2023-01-28","1","158.55"
"1043062","A","2023-01-26","2023-01-26","1","158.36"
"1028100","B","2023-01-25","2023-01-25","1","157.15"
"1009201","A","2023-01-30","2023-02-04","1","157.13"
"1032254","A","2023-01-28","2023-02-01","1","156.76"
"1007502","A","2023-01-26","2023-01-26","1","156.73"
"1026180","B","2023-01-25","2023-01-25","1","156.72"
"1045615","A","2023-01-31","2023-01-31","1","156.71"
"1047770","B","2023-01-31","2023-01-31","1","156.64"
"1024176","B","2023-02-05","2023-02-05","1","156.46"
"1012099","A","2023-01-30","2023-02-01","1","155.52"
"1027837","B","2023-01-27","2023-01-27","1","155.15"
"1014511","B","2023-02-03","2023-02-03","1","154.95"
"1037691","B","2023-01-25","2023-01-25","1","154.34"
"1011746","B","2023-01-31","2023-01-31","1","154.22"
"1009627","A","2023-02-01","2023-02-01","1","153.94"
"1041445","B","2023-01-27","2023-01-27","1","153.55"
"1008885","B","2023-01-25","2023-01-26","1","152.41"
"1015896","B","2023-01-27","2023-01-27","1","152.40"
"1011474","A","2023-01-29","2023-02-03","1","152.09"
"1042936","A","2023-01-25","2023-01-25","1","151.75"
"1043407","B","2023-01-25","2023-01-25","1","151.43"
"1041210","A","2023-02-03","2023-02-03","1","151.30"
"1028578","A","2023-01-28","2023-01-28","1","150.73"
"1014011","B","2023-02-04","2023-02-05","1","150.72"
"1010867","A","2023-01-27","2023-01-27","1","150.38"
"1025404","A","2023-01-25","2023-01-25","1","149.98"
"1030777","A","2023-01-27","2023-01-27","1","149.96"
"1006799","A","2023-01-27","2023-01-27","1","149.82"
"1025470","A","2023-02-05","2023-02-05","1","149.69"
"1012567","A","2023-02-05","2023-02-05","1","148.60"
"1030319","B","2023-01-25","2023-01-25","1","148.00"
"1005084","A","2023-01-28","2023-01-28","1","147.63"
"1044255","A","2023-01-29","2023-01-31","1","147.24"
"1012594","A","2023-02-01","2023-02-01","1","147.18"
"1008409","A","2023-02-01","2023-02-03","1","147.05"
"1043919","A","2023-01-30","2023-01-30","1","146.86"
"1045058","B","2023-01-25","2023-01-25","1","146.78"
"1020325","A","2023-02-05","2023-02-06","1","145.94"
"1028308","A","2023-01-27","2023-01-27","1","145.69"
"1004782","A","2023-01-26","2023-01-26","1","145.60"
"1013110","B","2023-01-25","2023-01-25","1","145.11"
"1019756","B","2023-01-26","2023-01-26","1","144.98"
"1004843","B","2023-01-25","2023-01-27","1","144.72"
"1025152","A","2023-01-28","2023-01-30","1","144.53"
"1047709","A","2023-01-27","2023-01-27","1","144.48"
"1011950","A","2023-01-31","2023-01-31","1","144.11"
"1010396","A","2023-01-26","2023-01-26","1","143.86"
"1012366","A","2023-02-06","2023-02-06","1","143.61"
"1037062","A","2023-01-29","2023-01-29","1","142.72"
"1015705","B","2023-01-25","2023-01-27","1","142.70"
"1015992","A","2023-02-04","2023-02-05","1","142.69"
"1049473","B","2023-01-29","2023-01-29","1","142.59"
"1015342","B","2023-01-27","2023-01-27","1","142.35"
"1018970","A","2023-02-06","2023-02-06","1","142.11"
"1025024","A","2023-01-27","2023-01-27","1","141.86"
"1008723","B","2023-01-26","2023-01-26","1","141.28"
"1022206","A","2023-01-25","2023-01-25","1","141.18"
"1004990","B","2023-02-01","2023-02-01","1","141.00"
"1049009","A","2023-01-31","2023-02-01","1","140.57"
"1014895","A","2023-02-06","2023-02-06","1","140.24"
"1003127","B","2023-02-05","2023-02-05","1","139.73"
"1014515","B","2023-01-27","2023-01-31","1","139.73"
"1044992","B","2023-01-26","2023-01-27","1","139.33"
"1035407","B","2023-01-25","2023-01-25","1","139.24"
"1018350","A","2023-01-28","2023-01-29","1","139.02"
"1014367","B","2023-01-31","2023-01-31","1","138.92"
"1036452","A","2023-01-28","2023-01-28","1","138.89"
"1022602","A","2023-01-25","2023-01-25","1","138.70"
"1040145","B","2023-01-31","2023-01-31","1","138.39"
"1001962","B","2023-01-27","2023-01-27","1","138.38"
"1029147","B","2023-01-28","2023-01-28","1","138.27"
"1019808","B","2023-01-27","2023-01-27","1","137.73"
"1022336","B","2023-02-01","2023-02-01","1","137.64"
"1025708","A","2023-01-31","2023-01-31","1","137.41"
"1026684","A","2023-01-31","2023-01-31","1","137.10"
"1026343","B","2023-01-26","2023-01-26","1","136.80"
"1007616","A","2023-01-25","2023-01-25","1","136.76"
"1046409","A","2023-01-26","2023-01-26","1","136.63"
"1036075","A","2023-02-01","2023-02-01","1","136.40"
"1011467","A","2023-02-05","2023-02-05","1","136.01"
"1041137","A","2023-01-26","2023-01-26","1","135.91"
"1033728","A","2023-01-26","2023-01-26","1","135.82"
"1027512","B","2023-01-29","2023-01-29","1","135.66"
"1008392","B","2023-01-26","2023-01-26","1","135.50"
"1003061","B","2023-01-26","2023-01-26","1","135.31"
"1020275","B","2023-01-25","2023-01-27","1","134.49"
"1010347","A","2023-01-27","2023-01-27","1","134.42"
"1043711","B","2023-01-27","2023-01-31","1","134.19"
"1033161","A","2023-01-27","2023-01-30","1","134.09"
"1037296","A","2023-01-27","2023-01-27","1","133.28"
"1020890","B","2023-01-25","2023-01-25","1","133.03"
"1048842","A","2023-01-28","2023-01-28","1","132.19"
"1036182","A","2023-01-26","2023-01-26","1","132.00"
"1019805","B","2023-01-27","2023-01-27","1","131.69"
"1048515","B","2023-01-27","2023-01-29","1","131.65"
"1021595","A","2023-02-03","2023-02-03","1","131.61"
"1014150","B","2023-02-06","2023-02-06","1","131.33"
"1012693","A","2023-01-25","2023-01-26","1","130.81"
"1023067","A","2023-01-26","2023-01-26","1","130.77"
"1027184","A","2023-01-27","2023-01-28","1","130.19"
"1020176","B","2023-01-31","2023-01-31","1","130.18"
"1036549","B","2023-01-26","2023-01-26","1","130.07"
"1026374","A","2023-01-26","2023-01-26","1","129.68"
"1045538","A","2023-01-25","2023-01-25","1","129.67"
"1017715","B","2023-02-06","2023-02-06","1","129.62"
"1020643","A","2023-01-27","2023-01-27","1","128.92"
"1004772","B","2023-01-25","2023-01-25","1","128.91"
"1022824","A","2023-01-25","2023-01-25","1","128.88"
"1019868","A","2023-01-25","2023-01-25","1","128.74"
"1023987","B","2023-01-29","2023-01-29","1","128.66"
"1032141","A","2023-01-28","2023-02-02","1","128.52"
"1020801","A","2023-01-27","2023-01-27","1","128.37"
"1032466","A","2023-01-25","2023-01-25","1","128.10"
"1039062","A","2023-01-27","2023-01-27","1","127.82"
"1042396","B","2023-01-29","2023-01-29","1","127.74"
"1042741","B","2023-02-05","2023-02-05","1","127.55"
"1028764","B","2023-01-26","2023-01-26","1","126.94"
"1035194","A","2023-02-05","2023-02-05","1","126.86"
"1001811","A","2023-01-25","2023-01-25","1","126.86"
"1036125","A","2023-01-28","2023-01-28","1","126.81"
"1017694","B","2023-01-25","2023-01-25","1","126.78"
"1001501","B","2023-02-03","2023-02-06","1","126.67"
"1022237","B","2023-02-04","2023-02-04","1","126.66"
"1028313","A","2023-01-26","2023-01-26","1","126.60"
"1033981","B","2023-01-26","2023-01-26","1","126.51"
"1030836","A","2023-01-25","2023-01-25","1","126.30"
"1002316","A","2023-01-28","2023-01-28","1","126.25"
"1037494","A","2023-01-27","2023-01-28","1","125.92"
"1009254","B","2023-01-29","2023-01-29","1","125.90"
"1002550","B","2023-01-25","2023-01-25","1","125.83"
"1028295","A","2023-01-31","2023-01-31","1","125.66"
"1041865","B","2023-01-27","2023-01-27","1","125.46"
"1047635","B","2023-01-30","2023-01-30","1","125.30"
"1045618","A","2023-01-26","2023-01-26","1","124.86"
"1019970","A","2023-01-26","2023-01-31","1","124.22"
"1022989","A","2023-02-01","2023-02-03","1","124.12"
"1014804","B","2023-01-25","2023-01-25","1","123.82"
"1027505","A","2023-02-02","2023-02-02","1","123.72"
"1008920","B","2023-01-26","2023-01-29","1","123.70"
"1041617","B","2023-02-06","2023-02-06","1","123.55"
"1009337","B","2023-01-31","2023-01-31","1","123.50"
"1031254","A","2023-02-01","2023-02-01","1","123.25"
"1027244","A","2023-01-25","2023-01-25","1","123.11"
"1027350","B","2023-01-29","2023-01-29","1","122.87"
"1031596","A","2023-02-01","2023-02-01","1","122.85"
"1049729","B","2023-01-25","2023-01-25","1","122.73"
"1029326","B","2023-01-26","2023-01-26","1","122.58"
"1001827","B","2023-01-31","2023-01-31","1","122.48"
"1000937","B","2023-01-27","2023-01-27","1","122.28"
"1024139","A","2023-01-28","2023-01-30","1","121.86"
"1027166","A","2023-01-27","2023-01-27","1","121.84"
"1021715","A","2023-02-03","2023-02-03","1","121.63"
"1034831","B","2023-01-25","2023-01-25","1","121.52"
"1018575","B","2023-01-26","2023-01-26","1","121.37"
"1029235","B","2023-02-02","2023-02-02","1","121.26"
"1010783","A","2023-01-31","2023-01-31","1","121.18"
"1019209","B","2023-01-25","2023-01-25","1","121.11"
"1008105","A","2023-01-28","2023-01-28","1","121.02"
"1036611","A","2023-01-26","2023-01-26","1","120.98"
"1046450","B","2023-01-28","2023-01-30","1","120.68"
"1015971","A","2023-02-06","2023-02-06","1","120.20"
"1002988","A","2023-01-30","2023-01-30","1","120.05"
"1005045","B","2023-02-06","2023-02-06","1","119.72"
"1049097","A","2023-01-26","2023-01-26","1","119.64"
"1010894","A","2023-02-04","2023-02-04","1","119.33"
"1022263","A","2023-01-25","2023-01-27","1","119.33"
"1010452","B","2023-01-25","2023-01-25","1","119.04"
"1048273","A","2023-01-26","2023-01-26","1","118.99"
"1006239","A","2023-01-25","2023-01-25","1","118.93"
"1020004","A","2023-02-06","2023-02-06","1","118.66"
"1023121","A","2023-01-28","2023-01-28","1","118.18"
"1000579","B","2023-02-04","2023-02-04","1","117.79"
"1018321","A","2023-02-01","2023-02-01","1","117.39"
"1024063","A","2023-01-25","2023-01-28","1","117.23"
"1006366","B","2023-01-28","2023-01-28","1","116.95"
"1027543","B","2023-01-25","2023-01-30","1","116.40"
"1010625","B","2023-01-25","2023-01-25","1","116.40"
"1047029","B","2023-01-31","2023-01-31","1","116.36"
"1000269","A","2023-01-25","2023-01-25","1","116.29"
"1022082","A","2023-01-27","2023-01-27","1","116.28"
"1004897","B","2023-01-29","2023-01-29","1","116.22"
"1030815","B","2023-01-25","2023-01-25","1","116.19"
"1024055","A","2023-02-01","2023-02-05","1","116.08"
"1035202","A","2023-01-31","2023-01-31","1","116.01"
"1001946","A","2023-01-26","2023-01-26","1","115.92"
"1034464","B","2023-01-25","2023-01-28","1","115.61"
"1048757","A","2023-01-30","2023-01-30","1","115.44"
"1027669","A","2023-01-29","2023-02-03","1","115.40"
"1047570","B","2023-01-25","2023-01-25","1","115.09"
"1045759","B","2023-01-26","2023-01-26","1","115.07"
"1025024","A","2023-01-27","2023-01-29","1","114.80"
"1044072","B","2023-01-25","2023-01-28","1","114.80"
"1000930","A","2023-01-27","2023-01-27","1","114.56"
"1045330","B","2023-01-26","2023-01-26","1","114.48"
"1030017","A","2023-02-02","2023-02-02","1","114.33"
"1005593","B","2023-01-25","2023-01-25","1","114.15"
"1016632","A","2023-02-02","2023-02-02","1","114.09"
"1013108","A","2023-01-26","2023-01-26","1","113.85"
"1015130","A","2023-01-27","2023-01-27","1","113.67"
"1015035","B","2023-01-25","2023-01-25","1","113.51"
"1047029","B","2023-01-31","2023-02-01","1","113.45"
"1019002","A","2023-02-01","2023-02-01","1","113.33"
"1013141","A","2023-01-28","2023-02-01","1","112.67"
"1015640","B","2023-02-04","2023-02-04","1","112.49"
"1008910","A","2023-01-28","2023-01-28","1","112.14"
"1020099","B","2023-01-25","2023-01-25","1","112.01"
"1044813","A","2023-01-25","2023-01-27","1","111.98"
"1021607","A","2023-01-27","2023-01-28","1","111.95"
"1027106","A","2023-02-02","2023-02-02","1","111.82"
"1002751","B","2023-01-26","2023-01-26","1","111.81"
"1034638","A","2023-01-28","2023-01-28","1","111.76"
"1007782","A","2023-01-25","2023-01-30","1","111.73"
"1039816","A","2023-01-25","2023-01-25","1","111.66"
"1026141","B","2023-01-28","2023-01-28","1","111.63"
"1009906","A","2023-01-29","2023-01-29","1","111.60"
"1031823","B","2023-01-28","2023-01-28","1","111.57"
"1016532","B","2023-01-26","2023-01-26","1","111.43"
"1023027","A","2023-01-30","2023-01-30","1","111.38"
"1035069","A","2023-01-28","2023-01-31","1","111.25"
"1022237","B","2023-02-04","2023-02-05","1","111.07"
"1017184","A","2023-01-28","2023-01-31","1","111.05"
"1001833","B","2023-01-29","2023-01-29","1","111.02"
"1041435","A","2023-02-02","2023-02-02","1","110.96"
"1044839","B","2023-02-02","2023-02-02","1","110.70"
"1031157","A","2023-01-29","2023-01-29","1","110.67"
"1019212","A","2023-01-27","2023-01-27","1","110.35"
"1037296","A","2023-01-27","2023-01-31","1","110.28"
"1008410","B","2023-01-29","2023-01-29","1","110.19"
"1013944","B","2023-01-27","2023-01-27","1","110.15"
"1013360","B","2023-01-30","2023-01-30","1","110.08"
"1044238","A","2023-01-29","2023-01-29","1","109.89"
"1023930","B","2023-01-25","2023-01-25","1","109.78"
"1031053","A","2023-01-27","2023-01-27","1","109.69"
"1048857","A","2023-01-25","2023-01-25","1","109.67"
"1038905","A","2023-01-26","2023-01-26","1","109.62"
"1046264","B","2023-02-01","2023-02-01","1","109.60"
"1036803","B","2023-01-26","2023-01-26","1","109.58"
"1031239","B","2023-01-25","2023-01-25","1","109.53"
"1028834","A","2023-01-25","2023-01-28","1","109.28"
"1042287","A","2023-01-26","2023-01-26","1","109.23"
"1031218","A","2023-01-27","2023-01-27","1","109.20"
"1002535","A","2023-02-02","2023-02-02","1","109.17"
"1027361","A","2023-02-02","2023-02-02","1","109.09"
"1022510","A","2023-01-25","2023-01-25","1","109.02"
"1026021","B","2023-01-28","2023-01-28","1","108.95"
"1015397","B","2023-01-30","2023-01-30","1","108.94"
"1028295","A","2023-01-31","2023-02-01","1","108.75"
"1026601","B","2023-01-27","2023-01-31","1","108.21"
"1017400","B","2023-01-25","2023-01-25","1","107.98"
"1014608","B","2023-01-25","2023-01-25","1","107.89"
"1001728","B","2023-01-26","2023-01-26","1","107.63"
"1034864","A","2023-01-28","2023-01-28","1","107.53"
"1037457","A","2023-01-28","2023-01-28","1","107.42"
"1038379","B","2023-02-05","2023-02-05","1","107.36"
"1010394","B","2023-01-31","2023-01-31","1","107.22"
"1025321","B","2023-01-25","2023-01-27","1","107.21"
"1037385","A","2023-01-28","2023-01-28","1","106.92"
"1005563","A","2023-01-28","2023-01-28","1","106.92"
"1011035","A","2023-01-29","2023-01-30","1","106.67"
"1001477","B","2023-01-25","2023-01-25","1","106.65"
"1020019","A","2023-01-26","2023-01-26","1","106.58"
"1034029","A","2023-01-30","2023-01-31","1","106.53"
"1009074","A","2023-01-30","2023-01-30","1","106.38"
"1032588","B","2023-01-25","2023-01-25","1","106.32"
"1025044","B","2023-01-26","2023-01-26","1","106.30"
"1026380","A","2023-01-27","2023-01-27","1","106.14"
"1045583","A","2023-01-25","2023-01-25","1","105.74"
"1004313","A","2023-01-25","2023-01-25","1","105.71"
"1031763","A","2023-01-25","2023-01-25","1","105.70"
"1028154","B","2023-01-29","2023-02-03","1","105.69"
"1024005","A","2023-01-26","2023-01-26","1","105.64"
"1039543","B","2023-01-25","2023-01-25","1","105.55"
"1003347","B","2023-01-31","2023-01-31","1","105.51"
"1014480","A","2023-02-02","2023-02-02","1","105.50"
"1023700","B","2023-01-31","2023-01-31","1","105.30"
"1001934","A","2023-01-26","2023-01-26","1","105.29"
"1023449","A","2023-01-26","2023-01-26","1","105.21"
"1037141","B","2023-01-27","2023-01-27","1","105.19"
"1012037","B","2023-01-28","2023-01-28","1","105.09"
"1011998","B","2023-01-28","2023-01-28","1","105.03"
"1012178","B","2023-01-25","2023-01-25","1","104.85"
"1027240","B","2023-01-26","2023-01-26","1","104.73"
"1035953","B","2023-01-25","2023-01-25","1","104.70"
"1020804","A","2023-01-25","2023-01-25","1","104.60"
"1037215","A","2023-01-30","2023-01-31","1","104.44"
"1007297","A","2023-01-29","2023-01-30","1","104.43"
"1016124","B","2023-01-28","2023-01-31","1","104.24"
"1016200","A","2023-02-04","2023-02-04","1","104.05"
"1014323","A","2023-01-30","2023-01-30","1","103.44"
"1027602","B","2023-01-27","2023-02-02","1","103.23"
"1022166","B","2023-01-27","2023-01-27","1","103.08"
"1022253","A","2023-01-25","2023-01-25","1","103.07"
"1031240","A","2023-01-28","2023-01-30","1","103.06"
"1013084","B","2023-01-25","2023-01-25","1","102.98"
"1045885","A","2023-01-27","2023-01-27","1","102.81"
"1022374","A","2023-01-31","2023-02-04","1","102.79"
"1009065","A","2023-01-26","2023-01-26","1","102.57"
"1003395","A","2023-01-25","2023-01-29","1","102.44"
"1045726","A","2023-01-28","2023-01-28","1","102.38"
"1021165","B","2023-01-25","2023-01-25","1","102.04"
"1017725","B","2023-01-28","2023-01-28","1","101.85"
"1019834","B","2023-01-27","2023-01-30","1","101.83"
"1020593","A","2023-01-25","2023-01-25","1","101.78"
"1001137","B","2023-01-27","2023-01-27","1","101.75"
"1009476","A","2023-01-26","2023-01-26","1","101.56"
"1015294","A","2023-01-26","2023-01-26","1","101.47"
"1007778","B","2023-01-26","2023-01-31","1","101.27"
"1024704","B","2023-01-28","2023-01-28","1","101.16"
"1009672","B","2023-01-26","2023-01-26","1","101.10"
"1003174","A","2023-01-28","2023-01-28","1","100.82"
"1042306","A","2023-01-30","2023-01-30","1","100.80"
"1000123","B","2023-01-26","2023-01-26","1","100.74"
"1047459","B","2023-01-28","2023-02-02","1","100.72"
"1006127","B","2023-01-25","2023-01-25","1","100.34"
"1019649","A","2023-02-03","2023-02-03","1","100.30"
"1013416","A","2023-01-26","2023-01-26","1","100.17"
"1016374","A","2023-01-25","2023-01-25","1","99.88"
"1013686","B","2023-01-26","2023-01-26","1","99.87"
"1028578","A","2023-01-28","2023-01-30","1","99.47"
"1007625","A","2023-02-02","2023-02-02","1","99.44"
"1008546","B","2023-01-25","2023-01-25","1","99.41"
"1042285","B","2023-02-05","2023-02-05","1","99.28"
"1044459","A","2023-01-29","2023-01-29","1","99.26"
"1047241","A","2023-01-25","2023-01-25","1","99.13"
"1007038","B","2023-01-31","2023-02-03","1","99.02"
"1032608","A","2023-01-26","2023-01-26","1","98.87"
"1047196","A","2023-02-01","2023-02-01","1","98.66"
"1022788","A","2023-01-25","2023-01-25","1","98.46"
"1018689","B","2023-01-31","2023-01-31","1","98.44"
"1011169","B","2023-02-06","2023-02-06","1","98.37"
"1033706","A","2023-02-01","2023-02-01","1","98.17"
"1043855","A","2023-01-26","2023-01-26","1","98.13"
"1034257","B","2023-02-06","2023-02-06","1","97.92"
"1043573","B","2023-01-26","2023-01-26","1","97.69"
"1040335","A","2023-01-31","2023-01-31","1","97.67"
"1044777","A","2023-01-26","2023-01-30","1","97.66"
"1047512","A","2023-01-25","2023-01-25","1","97.59"
"1011123","B","2023-02-02","2023-02-02","1","97.58"
"1047163","A","2023-01-29","2023-01-29","1","97.57"
"1039797","B","2023-01-26","2023-01-26","1","97.49"
"1012338","A","2023-02-05","2023-02-06","1","97.48"
"1042915","B","2023-01-26","2023-01-26","1","97.38"
"1030647","B","2023-01-25","2023-01-25","1","97.33"
"1026739","B","2023-01-31","2023-01-31","1","97.32"
"1011478","A","2023-01-25","2023-01-25","1","97.23"
"1036624","A","2023-02-02","2023-02-04","1","96.96"
"1009333","A","2023-01-31","2023-02-03","1","96.79"
"1007403","B","2023-01-25","2023-01-26","1","96.62"
"1001855","A","2023-01-25","2023-01-25","1","96.60"
"1035289","B","2023-02-03","2023-02-03","1","96.56"
"1016063","B","2023-02-03","2023-02-03","1","96.46"
"1042359","A","2023-01-29","2023-01-29","1","96.44"
"1020891","B","2023-01-27","2023-01-30","1","96.40"
"1039274","B","2023-01-25","2023-01-27","1","96.09"
"1049315","B","2023-01-25","2023-01-25","1","96.08"
"1031692","A","2023-01-25","2023-01-27","1","96.00"
"1044458","B","2023-01-25","2023-01-25","1","95.93"
"1026007","A","2023-01-28","2023-02-01","1","95.88"
"1038929","B","2023-02-02","2023-02-02","1","95.84"
"1021915","B","2023-02-04","2023-02-04","1","95.70"
"1011070","A","2023-01-26","2023-01-26","1","95.67"
"1046778","A","2023-01-26","2023-01-27","1","95.62"
"1007688","A","2023-01-27","2023-01-27","1","95.57"
"1039936","B","2023-01-25","2023-01-25","1","95.47"
"1044533","A","2023-01-27","2023-01-27","1","95.41"
